location,datetime,tempmax,humidity,solarradiation
kolonnawa,2023-01-26,29.3,65.0,803.0
kolonnawa,2023-01-27,29.7,59.0,585.0
kolonnawa,2023-01-28,30.1,57.0,922.0
kolonnawa,2023-01-29,29.9,52.0,761.0
kolonnawa,2023-01-30,30.0,63.0,816.0
kolonnawa,2023-01-31,28.3,67.0,513.0
kolonnawa,2023-02-01,28.5,75.0,832.0
kolonnawa,2023-02-02,28.0,79.0,756.0
kolonnawa,2023-02-03,27.4,81.0,559.0
kolonnawa,2023-02-04,28.8,74.0,747.0
kolonnawa,2023-02-05,30.5,68.0,831.0
kolonnawa,2023-02-06,29.2,68.0,640.0
kolonnawa,2023-02-07,28.8,74.0,752.0
kolonnawa,2023-02-08,31.8,55.0,804.0
kolonnawa,2023-02-09,29.8,67.0,836.0
kolonnawa,2023-02-10,29.0,72.0,868.0
kolonnawa,2023-02-11,28.6,71.0,854.0
kolonnawa,2023-02-12,29.4,66.0,837.0
kolonnawa,2023-02-13,28.5,75.0,636.0
kolonnawa,2023-02-14,28.7,71.0,824.0
kolonnawa,2023-02-15,30.7,50.0,899.0
kolonnawa,2023-02-16,30.9,51.0,888.0
kolonnawa,2023-02-17,31.1,50.0,963.0
kolonnawa,2023-02-18,32.6,47.0,873.0
kolonnawa,2023-02-19,30.3,65.0,902.0
kolonnawa,2023-02-20,29.5,72.0,805.0
kolonnawa,2023-02-21,29.6,76.0,884.0
kolonnawa,2023-02-22,29.9,58.0,996.0
kolonnawa,2023-02-23,28.4,70.0,868.0
kolonnawa,2023-02-24,29.1,69.0,814.0
kolonnawa,2023-02-25,30.9,63.0,796.0
kolonnawa,2023-02-26,31.6,49.0,908.0
kolonnawa,2023-02-27,31.5,52.0,967.0
kolonnawa,2023-02-28,30.8,65.0,816.0
kolonnawa,2023-03-01,30.4,71.0,906.0
kolonnawa,2023-03-02,32.3,52.0,932.0
kolonnawa,2023-03-03,31.6,54.0,965.0
kolonnawa,2023-03-04,31.5,63.0,920.0
kolonnawa,2023-03-05,29.5,72.0,922.0
kolonnawa,2023-03-06,30.0,68.0,946.0
kolonnawa,2023-03-07,29.6,71.0,895.0
kolonnawa,2023-03-08,31.9,56.0,922.0
kolonnawa,2023-03-09,31.3,58.0,917.0
kolonnawa,2023-03-10,29.2,73.0,618.0
kolonnawa,2023-03-11,29.9,73.0,917.0
kolonnawa,2023-03-12,31.6,64.0,932.0
kolonnawa,2023-03-13,29.8,71.0,859.0
kolonnawa,2023-03-14,29.0,79.0,854.0
kolonnawa,2023-03-15,29.6,69.0,791.0
kolonnawa,2023-03-16,29.1,77.0,878.0
kolonnawa,2023-03-17,29.3,74.0,902.0
kolonnawa,2023-03-18,30.0,70.0,734.0
kolonnawa,2023-03-19,29.7,72.0,852.0
kolonnawa,2023-03-20,28.8,76.0,805.0
kolonnawa,2023-03-21,30.4,69.0,908.0
kolonnawa,2023-03-22,29.7,75.0,853.0
kolonnawa,2023-03-23,29.9,74.0,828.0
kolonnawa,2023-03-24,30.2,66.0,921.0
kolonnawa,2023-03-25,30.7,62.0,876.0
kolonnawa,2023-03-26,30.1,69.0,848.0
kolonnawa,2023-03-27,30.5,68.0,931.0
kolonnawa,2023-03-28,30.8,69.0,881.0
kolonnawa,2023-03-29,31.0,64.0,906.0
kolonnawa,2023-03-30,30.2,68.0,909.0
kolonnawa,2023-03-31,30.4,71.0,911.0
kolonnawa,2023-04-01,30.6,67.0,855.0
kolonnawa,2023-04-02,30.5,69.0,891.0
kolonnawa,2023-04-03,31.0,66.0,898.0
kolonnawa,2023-04-04,29.1,74.0,838.0
kolonnawa,2023-04-05,31.2,63.0,999.0
kolonnawa,2023-04-06,30.8,64.0,835.0
kolonnawa,2023-04-07,31.8,55.0,947.0
kolonnawa,2023-04-08,28.9,68.0,797.0
kolonnawa,2023-04-09,31.4,63.0,924.0
kolonnawa,2023-04-10,31.3,61.0,728.0
kolonnawa,2023-04-11,31.7,56.0,933.0
kolonnawa,2023-04-12,32.0,60.0,944.0
kolonnawa,2023-04-13,32.0,60.0,809.0
kolonnawa,2023-04-14,31.6,62.0,843.0
kolonnawa,2023-04-15,31.4,67.0,850.0
kolonnawa,2023-04-16,31.5,64.0,927.0
kolonnawa,2023-04-17,32.2,61.0,924.0
kolonnawa,2023-04-18,31.6,62.0,804.0
kolonnawa,2023-04-19,32.2,61.0,895.0
kolonnawa,2023-04-20,31.5,65.0,906.0
kolonnawa,2023-04-21,30.7,66.0,709.0
kolonnawa,2023-04-22,31.0,66.0,855.0
kolonnawa,2023-04-23,31.9,63.0,799.0
kolonnawa,2023-04-24,31.5,65.0,748.0
kolonnawa,2023-04-25,31.3,66.0,791.0
kolonnawa,2023-04-26,31.2,64.0,854.0
kolonnawa,2023-04-27,31.6,65.0,896.0
kolonnawa,2023-04-28,31.5,68.0,878.0
kolonnawa,2023-04-29,29.9,76.0,829.0
kolonnawa,2023-04-30,29.8,72.0,693.0
kolonnawa,2023-05-01,29.1,79.0,712.0
kolonnawa,2023-05-02,28.7,79.0,506.0
kolonnawa,2023-05-03,27.6,83.0,605.0
kolonnawa,2023-05-04,30.0,81.0,840.0
kolonnawa,2023-05-05,27.9,81.0,182.0
kolonnawa,2023-05-06,30.6,70.0,827.0
kolonnawa,2023-05-07,29.6,75.0,610.0
kolonnawa,2023-05-08,30.0,74.0,580.0
kolonnawa,2023-05-09,29.9,73.0,695.0
kolonnawa,2023-05-10,30.3,70.0,746.0
kolonnawa,2023-05-11,28.7,80.0,543.0
kolonnawa,2023-05-12,29.0,80.0,717.0
kolonnawa,2023-05-13,30.2,75.0,832.0
kolonnawa,2023-05-14,28.3,83.0,304.0
kolonnawa,2023-05-15,30.2,76.0,784.0
kolonnawa,2023-05-16,30.6,77.0,817.0
kolonnawa,2023-05-17,30.6,77.0,808.0
kolonnawa,2023-05-18,30.3,74.0,861.0
kolonnawa,2023-05-19,29.9,75.0,793.0
kolonnawa,2023-05-20,29.4,77.0,710.0
kolonnawa,2023-05-21,29.1,77.0,831.0
kolonnawa,2023-05-22,29.5,78.0,842.0
kolonnawa,2023-05-23,30.2,74.0,826.0
kolonnawa,2023-05-24,30.4,73.0,915.0
kolonnawa,2023-05-25,30.4,74.0,906.0
kolonnawa,2023-05-26,30.6,73.0,887.0
kolonnawa,2023-05-27,30.5,73.0,837.0
kolonnawa,2023-05-28,30.0,74.0,729.0
kolonnawa,2023-05-29,30.8,73.0,830.0
kolonnawa,2023-05-30,29.5,78.0,761.0
kolonnawa,2023-05-31,30.2,75.0,839.0
kolonnawa,2023-06-01,29.8,75.0,738.0
kolonnawa,2023-06-02,29.7,78.0,820.0
kolonnawa,2023-06-03,30.2,76.0,778.0
kolonnawa,2023-06-04,28.9,78.0,472.0
kolonnawa,2023-06-05,28.5,81.0,714.0
kolonnawa,2023-06-06,30.0,77.0,734.0
kolonnawa,2023-06-07,29.3,79.0,615.0
kolonnawa,2023-06-08,29.2,79.0,647.0
kolonnawa,2023-06-09,29.6,75.0,706.0
kolonnawa,2023-06-10,30.0,75.0,719.0
kolonnawa,2023-06-11,28.8,79.0,155.0
kolonnawa,2023-06-12,29.3,78.0,526.0
kolonnawa,2023-06-13,28.4,78.0,114.0
kolonnawa,2023-06-14,29.4,75.0,548.0
kolonnawa,2023-06-15,29.7,79.0,793.0
kolonnawa,2023-06-16,29.9,74.0,732.0
kolonnawa,2023-06-17,29.0,80.0,584.0
kolonnawa,2023-06-18,29.6,73.0,764.0
kolonnawa,2023-06-19,29.5,76.0,701.0
kolonnawa,2023-06-20,29.5,77.0,658.0
kolonnawa,2023-06-21,27.5,85.0,414.0
kolonnawa,2023-06-22,29.6,78.0,802.0
kolonnawa,2023-06-23,29.3,78.0,816.0
kolonnawa,2023-06-24,29.8,75.0,842.0
kolonnawa,2023-06-25,28.3,78.0,707.0
kolonnawa,2023-06-26,28.5,77.0,457.0
kolonnawa,2023-06-27,28.9,78.0,807.0
kolonnawa,2023-06-28,28.4,83.0,759.0
kolonnawa,2023-06-29,28.9,76.0,790.0
kolonnawa,2023-06-30,29.1,81.0,780.0
kolonnawa,2023-07-01,27.5,83.0,710.0
kolonnawa,2023-07-02,28.2,82.0,501.0
kolonnawa,2023-07-03,28.6,83.0,757.0
kolonnawa,2023-07-04,28.0,81.0,531.0
kolonnawa,2023-07-05,27.7,81.0,576.0
kolonnawa,2023-07-06,29.1,78.0,802.0
kolonnawa,2023-07-07,28.1,81.0,654.0
kolonnawa,2023-07-08,28.6,81.0,786.0
kolonnawa,2023-07-09,28.9,80.0,813.0
kolonnawa,2023-07-10,29.1,72.0,704.0
kolonnawa,2023-07-11,29.0,79.0,885.0
kolonnawa,2023-07-12,29.2,77.0,859.0
kolonnawa,2023-07-13,28.3,80.0,768.0
kolonnawa,2023-07-14,29.0,78.0,651.0
kolonnawa,2023-07-15,29.1,80.0,817.0
kolonnawa,2023-07-16,28.9,79.0,735.0
kolonnawa,2023-07-17,28.8,80.0,701.0
kolonnawa,2023-07-18,29.1,77.0,890.0
kolonnawa,2023-07-19,29.5,73.0,907.0
kolonnawa,2023-07-20,29.2,78.0,822.0
kolonnawa,2023-07-21,29.5,73.0,853.0
kolonnawa,2023-07-22,29.5,75.0,887.0
kolonnawa,2023-07-23,28.6,78.0,863.0
kolonnawa,2023-07-24,28.0,82.0,550.0
kolonnawa,2023-07-25,28.6,80.0,728.0
kolonnawa,2023-07-26,28.5,82.0,777.0
kolonnawa,2023-07-27,28.9,78.0,851.0
kolonnawa,2023-07-28,28.9,78.0,807.0
kolonnawa,2023-07-29,29.0,77.0,829.0
kolonnawa,2023-07-30,28.8,79.0,897.0
kolonnawa,2023-07-31,28.8,78.0,818.0
kolonnawa,2023-08-01,28.8,80.0,912.0
kolonnawa,2023-08-02,28.8,79.0,881.0
kolonnawa,2023-08-03,28.8,83.0,891.0
kolonnawa,2023-08-04,28.9,80.0,886.0
kolonnawa,2023-08-05,28.9,79.0,845.0
kolonnawa,2023-08-06,28.7,80.0,855.0
kolonnawa,2023-08-07,28.5,81.0,774.0
kolonnawa,2023-08-08,28.9,76.0,712.0
kolonnawa,2023-08-09,29.0,80.0,822.0
kolonnawa,2023-08-10,29.0,78.0,913.0
kolonnawa,2023-08-11,29.0,77.0,822.0
kolonnawa,2023-08-12,28.0,79.0,664.0
kolonnawa,2023-08-13,28.8,77.0,722.0
kolonnawa,2023-08-14,28.9,74.0,856.0
kolonnawa,2023-08-15,29.0,71.0,818.0
kolonnawa,2023-08-16,29.1,71.0,926.0
kolonnawa,2023-08-17,29.2,72.0,912.0
kolonnawa,2023-08-18,28.9,75.0,776.0
kolonnawa,2023-08-19,29.4,74.0,897.0
kolonnawa,2023-08-20,29.3,75.0,859.0
kolonnawa,2023-08-21,29.5,76.0,921.0
kolonnawa,2023-08-22,29.8,75.0,941.0
kolonnawa,2023-08-23,29.4,75.0,850.0
kolonnawa,2023-08-24,29.7,73.0,959.0
kolonnawa,2023-08-25,29.8,72.0,944.0
kolonnawa,2023-08-26,29.5,75.0,918.0
kolonnawa,2023-08-27,30.0,71.0,895.0
kolonnawa,2023-08-28,30.0,73.0,942.0
kolonnawa,2023-08-29,29.1,77.0,898.0
kolonnawa,2023-08-30,29.0,75.0,847.0
kolonnawa,2023-08-31,28.6,78.0,587.0
kolonnawa,2023-09-01,28.0,80.0,593.0
kolonnawa,2023-09-02,27.8,81.0,619.0
kolonnawa,2023-09-03,27.6,81.0,721.0
kolonnawa,2023-09-04,28.9,77.0,700.0
kolonnawa,2023-09-05,28.3,79.0,568.0
kolonnawa,2023-09-06,27.1,83.0,342.0
kolonnawa,2023-09-07,27.2,83.0,358.0
kolonnawa,2023-09-08,28.5,79.0,665.0
kolonnawa,2023-09-09,28.4,78.0,831.0
kolonnawa,2023-09-10,27.8,82.0,500.0
kolonnawa,2023-09-11,26.6,86.0,334.0
kolonnawa,2023-09-12,28.3,78.0,592.0
kolonnawa,2023-09-13,28.1,81.0,344.0
kolonnawa,2023-09-14,27.9,82.0,744.0
kolonnawa,2023-09-15,29.0,76.0,915.0
kolonnawa,2023-09-16,29.8,72.0,942.0
kolonnawa,2023-09-17,29.5,71.0,844.0
kolonnawa,2023-09-18,28.8,79.0,830.0
kolonnawa,2023-09-19,27.6,81.0,705.0
kolonnawa,2023-09-20,28.5,75.0,827.0
kolonnawa,2023-09-21,29.7,72.0,964.0
kolonnawa,2023-09-22,28.5,78.0,800.0
kolonnawa,2023-09-23,29.0,76.0,863.0
kolonnawa,2023-09-24,29.1,78.0,883.0
kolonnawa,2023-09-25,29.2,76.0,695.0
kolonnawa,2023-09-26,28.4,81.0,732.0
kolonnawa,2023-09-27,27.4,84.0,615.0
kolonnawa,2023-09-28,28.0,82.0,741.0
kolonnawa,2023-09-29,27.1,85.0,681.0
kolonnawa,2023-09-30,29.0,76.0,854.0
kolonnawa,2023-10-01,28.2,81.0,730.0
kolonnawa,2023-10-02,27.5,81.0,250.0
kolonnawa,2023-10-03,28.6,78.0,704.0
kolonnawa,2023-10-04,28.4,77.0,574.0
kolonnawa,2023-10-05,27.9,82.0,521.0
kolonnawa,2023-10-06,28.4,78.0,878.0
kolonnawa,2023-10-07,28.2,82.0,743.0
kolonnawa,2023-10-08,29.0,81.0,706.0
kolonnawa,2023-10-09,29.2,80.0,863.0
kolonnawa,2023-10-10,29.2,80.0,870.0
kolonnawa,2023-10-11,28.1,82.0,838.0
kolonnawa,2023-10-12,27.9,83.0,804.0
kolonnawa,2023-10-13,28.4,81.0,927.0
kolonnawa,2023-10-14,28.5,81.0,744.0
kolonnawa,2023-10-15,27.6,78.0,434.0
kolonnawa,2023-10-16,29.4,69.0,968.0
kolonnawa,2023-10-17,28.0,82.0,718.0
kolonnawa,2023-10-18,26.9,87.0,606.0
kolonnawa,2023-10-19,26.7,81.0,435.0
kolonnawa,2023-10-20,28.1,80.0,764.0
kolonnawa,2023-10-21,28.1,82.0,752.0
kolonnawa,2023-10-22,29.0,80.0,770.0
kolonnawa,2023-10-23,27.2,83.0,503.0
kolonnawa,2023-10-24,29.5,70.0,885.0
kolonnawa,2023-10-25,29.5,76.0,893.0
kolonnawa,2023-10-26,29.2,75.0,808.0
kolonnawa,2023-10-27,29.9,69.0,806.0
kolonnawa,2023-10-28,29.1,77.0,842.0
kolonnawa,2023-10-29,29.0,79.0,842.0
kolonnawa,2023-10-30,29.1,78.0,875.0
kolonnawa,2023-10-31,29.8,77.0,884.0
kolonnawa,2023-11-01,29.5,71.0,814.0
kolonnawa,2023-11-02,28.1,84.0,663.0
kolonnawa,2023-11-03,28.7,80.0,725.0
kolonnawa,2023-11-04,28.4,80.0,797.0
kolonnawa,2023-11-05,29.4,74.0,770.0
kolonnawa,2023-11-06,29.5,74.0,819.0
kolonnawa,2023-11-07,29.5,75.0,822.0
kolonnawa,2023-11-08,29.0,77.0,802.0
kolonnawa,2023-11-09,28.4,79.0,743.0
kolonnawa,2023-11-10,28.7,80.0,798.0
kolonnawa,2023-11-11,29.2,76.0,725.0
kolonnawa,2023-11-12,28.6,80.0,661.0
kolonnawa,2023-11-13,29.2,71.0,760.0
kolonnawa,2023-11-14,26.9,84.0,299.0
kolonnawa,2023-11-15,28.5,81.0,710.0
kolonnawa,2023-11-16,29.5,77.0,852.0
kolonnawa,2023-11-17,29.0,80.0,815.0
kolonnawa,2023-11-18,28.1,82.0,742.0
kolonnawa,2023-11-19,28.0,81.0,678.0
kolonnawa,2023-11-20,29.4,79.0,825.0
kolonnawa,2023-11-21,30.0,78.0,818.0
kolonnawa,2023-11-22,28.1,84.0,589.0
kolonnawa,2023-11-23,28.8,81.0,777.0
kolonnawa,2023-11-24,29.1,80.0,741.0
kolonnawa,2023-11-25,29.6,73.0,814.0
kolonnawa,2023-11-26,29.5,72.0,830.0
kolonnawa,2023-11-27,30.4,70.0,812.0
kolonnawa,2023-11-28,28.4,79.0,667.0
kolonnawa,2023-11-29,30.0,69.0,770.0
kolonnawa,2023-11-30,28.8,80.0,744.0
kolonnawa,2023-12-01,28.9,77.0,725.0
kolonnawa,2023-12-02,28.2,79.0,542.0
kolonnawa,2023-12-03,27.6,83.0,457.0
kolonnawa,2023-12-04,26.7,87.0,218.0
kolonnawa,2023-12-05,27.6,84.0,591.0
kolonnawa,2023-12-06,29.0,78.0,783.0
kolonnawa,2023-12-07,29.5,78.0,732.0
kolonnawa,2023-12-08,29.1,76.0,713.0
kolonnawa,2023-12-09,29.0,78.0,761.0
kolonnawa,2023-12-10,28.8,81.0,686.0
kolonnawa,2023-12-11,29.3,75.0,760.0
kolonnawa,2023-12-12,29.5,75.0,709.0
kolonnawa,2023-12-13,30.9,65.0,783.0
kolonnawa,2023-12-14,30.1,72.0,799.0
kolonnawa,2023-12-15,29.4,75.0,631.0
kolonnawa,2023-12-16,28.1,77.0,426.0
kolonnawa,2023-12-17,29.2,80.0,724.0
kolonnawa,2023-12-18,29.2,81.0,804.0
kolonnawa,2023-12-19,30.0,73.0,793.0
kolonnawa,2023-12-20,30.3,72.0,807.0
kolonnawa,2023-12-21,30.4,70.0,814.0
kolonnawa,2023-12-22,31.9,56.0,567.0
kolonnawa,2023-12-23,30.4,65.0,507.0
kolonnawa,2023-12-24,30.9,69.0,773.0
kolonnawa,2023-12-25,32.0,58.0,766.0
kolonnawa,2023-12-26,31.3,61.0,713.0
kolonnawa,2023-12-27,30.4,69.0,697.0
kolonnawa,2023-12-28,29.8,75.0,595.0
kolonnawa,2023-12-29,27.8,86.0,710.0
kolonnawa,2023-12-30,30.5,72.0,747.0
kolonnawa,2023-12-31,30.8,70.0,794.0
kolonnawa,2024-01-01,29.0,76.0,573.0
kolonnawa,2024-01-02,30.1,72.0,769.0
kolonnawa,2024-01-03,31.0,64.0,824.0
kolonnawa,2024-01-04,29.2,77.0,811.0
kolonnawa,2024-01-05,30.4,68.0,782.0
kolonnawa,2024-01-06,29.0,80.0,776.0
kolonnawa,2024-01-07,28.5,80.0,770.0
kolonnawa,2024-01-08,28.2,82.0,635.0
kolonnawa,2024-01-09,28.1,79.0,331.0
kolonnawa,2024-01-10,28.2,80.0,400.0
kolonnawa,2024-01-11,30.1,72.0,746.0
kolonnawa,2024-01-12,31.5,61.0,527.0
kolonnawa,2024-01-13,30.9,60.0,659.0
kolonnawa,2024-01-14,30.9,61.0,867.0
kolonnawa,2024-01-15,29.3,56.0,815.0
kolonnawa,2024-01-16,29.5,58.0,661.0
kolonnawa,2024-01-17,29.8,61.0,835.0
kolonnawa,2024-01-18,29.0,73.0,736.0
kolonnawa,2024-01-19,28.6,80.0,768.0
kolonnawa,2024-01-20,30.2,74.0,821.0
kolonnawa,2024-01-21,30.8,68.0,887.0
kolonnawa,2024-01-22,31.0,68.0,431.0
kolonnawa,2024-01-23,32.0,54.0,832.0
kolonnawa,2024-01-24,31.4,48.0,852.0
kolonnawa,2024-01-25,31.0,50.0,938.0
kolonnawa,2024-01-26,32.2,50.0,821.0
kolonnawa,2024-01-27,32.7,47.0,657.0
kolonnawa,2024-01-28,31.9,56.0,784.0
kolonnawa,2024-01-29,32.2,55.0,837.0
kolonnawa,2024-01-30,32.0,61.0,823.0
kolonnawa,2024-01-31,27.7,80.0,432.0
kolonnawa,2024-02-01,29.9,76.0,866.0
kolonnawa,2024-02-02,30.0,74.0,854.0
kolonnawa,2024-02-03,29.8,76.0,901.0
kolonnawa,2024-02-04,31.2,63.0,849.0
kolonnawa,2024-02-05,30.4,71.0,774.0
kolonnawa,2024-02-06,32.0,61.0,931.0
kolonnawa,2024-02-07,31.2,57.0,779.0
kolonnawa,2024-02-08,29.5,71.0,921.0
kolonnawa,2024-02-09,31.1,56.0,940.0
kolonnawa,2024-02-10,32.7,50.0,922.0
kolonnawa,2024-02-11,34.0,40.0,675.0
kolonnawa,2024-02-12,33.6,49.0,911.0
kolonnawa,2024-02-13,33.1,51.0,856.0
kolonnawa,2024-02-14,33.9,51.0,812.0
kolonnawa,2024-02-15,32.6,59.0,852.0
kolonnawa,2024-02-16,33.4,52.0,866.0
kolonnawa,2024-02-17,34.5,47.0,891.0
kolonnawa,2024-02-18,32.5,57.0,964.0
kolonnawa,2024-02-19,31.8,60.0,917.0
kolonnawa,2024-02-20,31.3,61.0,968.0
kolonnawa,2024-02-21,32.3,60.0,900.0
kolonnawa,2024-02-22,31.4,64.0,938.0
kolonnawa,2024-02-23,33.5,53.0,981.0
kolonnawa,2024-02-24,30.9,62.0,714.0
kolonnawa,2024-02-25,32.1,60.0,958.0
kolonnawa,2024-02-26,35.2,44.0,948.0
kolonnawa,2024-02-27,35.2,44.0,832.0
kolonnawa,2024-02-28,35.4,41.0,904.0
kolonnawa,2024-02-29,33.6,46.0,913.0
kolonnawa,2024-03-01,34.2,45.0,782.0
kolonnawa,2024-03-02,32.7,49.0,963.0
kolonnawa,2024-03-03,31.4,62.0,776.0
kolonnawa,2024-03-04,32.1,56.0,904.0
kolonnawa,2024-03-05,31.6,58.0,926.0
kolonnawa,2024-03-06,31.0,62.0,827.0
kolonnawa,2024-03-07,32.0,57.0,793.0
kolonnawa,2024-03-08,31.0,64.0,824.0
kolonnawa,2024-03-09,31.7,60.0,883.0
kolonnawa,2024-03-10,32.4,57.0,941.0
kolonnawa,2024-03-11,32.4,57.0,980.0
kolonnawa,2024-03-12,32.1,59.0,934.0
kolonnawa,2024-03-13,31.5,64.0,842.0
kolonnawa,2024-03-14,31.1,64.0,750.0
kolonnawa,2024-03-15,32.2,57.0,922.0
kolonnawa,2024-03-16,32.5,52.0,803.0
kolonnawa,2024-03-17,32.2,56.0,775.0
kolonnawa,2024-03-18,32.0,59.0,954.0
kolonnawa,2024-03-19,32.3,52.0,834.0
kolonnawa,2024-03-20,32.6,53.0,807.0
kolonnawa,2024-03-21,32.3,56.0,750.0
kolonnawa,2024-03-22,32.0,65.0,902.0
kolonnawa,2024-03-23,31.5,66.0,979.0
kolonnawa,2024-03-24,30.9,68.0,718.0
kolonnawa,2024-03-25,32.0,63.0,903.0
kolonnawa,2024-03-26,31.5,68.0,904.0
kolonnawa,2024-03-27,31.8,66.0,877.0
kolonnawa,2024-03-28,32.2,63.0,889.0
kolonnawa,2024-03-29,32.2,59.0,894.0
kolonnawa,2024-03-30,32.0,62.0,865.0
kolonnawa,2024-03-31,33.2,52.0,871.0
kolonnawa,2024-04-01,31.3,61.0,595.0
kolonnawa,2024-04-02,33.8,54.0,917.0
kolonnawa,2024-04-03,32.4,62.0,857.0
kolonnawa,2024-04-04,32.6,59.0,832.0
kolonnawa,2024-04-05,31.0,69.0,823.0
kolonnawa,2024-04-06,33.0,60.0,840.0
kolonnawa,2024-04-07,32.5,62.0,771.0
kolonnawa,2024-04-08,32.6,65.0,934.0
kolonnawa,2024-04-09,33.2,56.0,956.0
kolonnawa,2024-04-10,34.2,46.0,893.0
kolonnawa,2024-04-11,33.3,57.0,951.0
kolonnawa,2024-04-12,31.5,67.0,788.0
kolonnawa,2024-04-13,30.5,74.0,894.0
kolonnawa,2024-04-14,30.9,69.0,922.0
kolonnawa,2024-04-15,30.7,73.0,780.0
kolonnawa,2024-04-16,30.6,78.0,817.0
kolonnawa,2024-04-17,31.2,71.0,933.0
kolonnawa,2024-04-18,31.2,72.0,872.0
kolonnawa,2024-04-19,31.2,75.0,869.0
kolonnawa,2024-04-20,32.2,68.0,914.0
kolonnawa,2024-04-21,31.9,71.0,879.0
kolonnawa,2024-04-22,31.5,71.0,923.0
kolonnawa,2024-04-23,32.5,68.0,900.0
kolonnawa,2024-04-24,31.0,74.0,891.0
kolonnawa,2024-04-25,31.2,72.0,869.0
kolonnawa,2024-04-26,31.6,71.0,827.0
kolonnawa,2024-04-27,32.0,67.0,728.0
kolonnawa,2024-04-28,32.2,65.0,889.0
kolonnawa,2024-04-29,32.0,71.0,774.0
kolonnawa,2024-04-30,32.2,69.0,787.0
kolonnawa,2024-05-01,31.7,71.0,558.0
kolonnawa,2024-05-02,32.8,65.0,881.0
kolonnawa,2024-05-03,32.0,72.0,819.0
kolonnawa,2024-05-04,31.8,73.0,790.0
kolonnawa,2024-05-05,32.1,70.0,828.0
kolonnawa,2024-05-06,32.7,67.0,806.0
kolonnawa,2024-05-07,31.4,72.0,796.0
kolonnawa,2024-05-08,32.2,68.0,866.0
kolonnawa,2024-05-09,31.9,70.0,726.0
kolonnawa,2024-05-10,31.4,74.0,807.0
kolonnawa,2024-05-11,32.3,69.0,884.0
kolonnawa,2024-05-12,30.0,81.0,555.0
kolonnawa,2024-05-13,31.5,70.0,888.0
kolonnawa,2024-05-14,31.1,71.0,766.0
kolonnawa,2024-05-15,30.6,76.0,746.0
kolonnawa,2024-05-16,30.0,77.0,822.0
kolonnawa,2024-05-17,30.5,73.0,829.0
kolonnawa,2024-05-18,28.0,84.0,448.0
kolonnawa,2024-05-19,27.8,85.0,541.0
kolonnawa,2024-05-20,26.9,90.0,95.0
kolonnawa,2024-05-21,29.0,82.0,458.0
kolonnawa,2024-05-22,29.8,75.0,411.0
kolonnawa,2024-05-23,29.4,79.0,606.0
kolonnawa,2024-05-24,29.8,76.0,667.0
kolonnawa,2024-05-25,28.5,82.0,437.0
kolonnawa,2024-05-26,29.0,85.0,673.0
kolonnawa,2024-05-27,29.3,81.0,622.0
kolonnawa,2024-05-28,29.9,77.0,735.0
kolonnawa,2024-05-29,29.4,76.0,553.0
kolonnawa,2024-05-30,29.2,81.0,489.0
kolonnawa,2024-05-31,30.1,82.0,711.0
kolonnawa,2024-06-01,28.5,84.0,677.0
kolonnawa,2024-06-02,28.3,87.0,349.0
kolonnawa,2024-06-03,29.2,80.0,828.0
kolonnawa,2024-06-04,29.6,79.0,870.0
kolonnawa,2024-06-05,29.8,75.0,805.0
kolonnawa,2024-06-06,29.4,77.0,681.0
kolonnawa,2024-06-07,29.3,78.0,770.0
kolonnawa,2024-06-08,29.4,78.0,848.0
kolonnawa,2024-06-09,29.4,76.0,808.0
kolonnawa,2024-06-10,29.8,75.0,753.0
kolonnawa,2024-06-11,29.2,79.0,823.0
kolonnawa,2024-06-12,29.7,78.0,832.0
kolonnawa,2024-06-13,29.5,78.0,768.0
kolonnawa,2024-06-14,30.0,76.0,825.0
kolonnawa,2024-06-15,29.7,78.0,852.0
kolonnawa,2024-06-16,29.6,78.0,834.0
kolonnawa,2024-06-17,30.0,77.0,878.0
kolonnawa,2024-06-18,29.0,77.0,795.0
kolonnawa,2024-06-19,28.5,81.0,482.0
kolonnawa,2024-06-20,29.8,73.0,838.0
kolonnawa,2024-06-21,28.5,80.0,584.0
kolonnawa,2024-06-22,29.2,81.0,693.0
kolonnawa,2024-06-23,29.4,75.0,692.0
kolonnawa,2024-06-24,29.8,78.0,836.0
kolonnawa,2024-06-25,28.0,82.0,730.0
kolonnawa,2024-06-26,27.6,84.0,155.0
kolonnawa,2024-06-27,29.4,79.0,818.0
kolonnawa,2024-06-28,29.4,78.0,873.0
kolonnawa,2024-06-29,29.3,75.0,858.0
kolonnawa,2024-06-30,29.1,79.0,799.0
kolonnawa,2024-07-01,28.4,80.0,568.0
kolonnawa,2024-07-02,29.7,79.0,868.0
kolonnawa,2024-07-03,29.2,80.0,763.0
kolonnawa,2024-07-04,28.6,79.0,431.0
kolonnawa,2024-07-05,27.5,83.0,450.0
kolonnawa,2024-07-06,28.6,78.0,580.0
kolonnawa,2024-07-07,29.0,78.0,739.0
kolonnawa,2024-07-08,28.6,79.0,703.0
kolonnawa,2024-07-09,29.5,74.0,863.0
kolonnawa,2024-07-10,29.5,73.0,782.0
kolonnawa,2024-07-11,29.3,78.0,807.0
kolonnawa,2024-07-12,28.5,82.0,671.0
kolonnawa,2024-07-13,27.8,82.0,614.0
kolonnawa,2024-07-14,29.5,76.0,675.0
kolonnawa,2024-07-15,28.1,83.0,502.0
